-5.0,-0.4797936646967365,0.02255355448513087,0.008701852596727032,-0.025883188523949177,1.0
-3.0,-0.30172567192254945,0.01831793151910934,0.006926213918681505,-0.021740632815256497,1.0
-1.0,0.07176634845867516,0.017390478810348088,0.008685206058822139,-0.04918643865110341,1.0
1.0,0.404421861639576,0.015967808228984148,0.006909227852255492,-0.06962931722964656,1.0
3.0,0.6118099740712376,0.01574932741931443,0.005828130889334098,-0.061840854672576495,1.0
5.0,0.8044525772738226,0.017168845239000727,0.0057598296521165545,-0.052535612399188254,1.0
7.0,0.9695367047425841,0.01945793439297655,0.005657759821108298,-0.039800925770358375,1.0
9.0,1.0875287178003055,0.029119681820108993,0.010397834675122734,-0.02396351249161494,1.0
11.0,1.2427213177093361,0.04327561009008658,0.020879003248615736,-0.01625106361473404,1.0
13.0,1.1977943055858191,0.0669898048098198,0.04171795080738146,0.0036507388900498365,1.0
15.0,0.8345048154800766,0.18217231037947182,0.16918609756510666,-0.053466548386916654,1.0
