-5.0,-0.5846071008916479,0.018962843945332472,0.004905420694464881,0.003721959049867408,1.0,0.0,9.0
-3.0,-0.45344927127591245,0.012492054944688281,0.002763114064865897,0.023577519152754342,1.0,0.0,9.0
-1.0,-0.018604727442495212,0.013619390175622146,0.003557728355646792,-0.013302835217342277,1.0,0.0,9.0
1.0,0.018624515727139405,0.01361723763441681,0.003558129007914123,0.013300757410755067,1.0,0.0,9.0
3.0,0.4534211618768692,0.012491057818174384,0.002764242900610106,-0.02357317484725983,1.0,0.0,9.0
5.0,0.5845903642084364,0.018961990160750355,0.004906439853780434,-0.0037189410942878,1.0,0.0,9.0
7.0,0.754509892729291,0.03145459618690812,0.01464894915100808,0.006700752594303288,1.0,0.0,9.0
9.0,0.791813756052798,0.05902547646067853,0.041583791855596415,0.025401718841095464,1.0,0.0,9.0
11.0,0.6164328434505179,0.11806583408261638,0.1022881527490393,-0.003149143016899009,1.0,0.0,9.0
13.0,0.5060739914649298,0.13711168515961034,0.1053673431821855,-0.0034756327146074173,1.0,0.0,9.0
15.0,1.6279344366563884,0.9300922277763447,0.3851393481762909,-0.26261043916231075,0.0,0.0,9.0
-5.0,-0.6140155986939837,0.016753527613582113,0.004729531658528562,0.007713574869036609,1.0,0.0,12.0
-3.0,-0.454329472381352,0.014400782807390678,0.004784140320144487,0.021369322425479738,1.0,0.0,12.0
-1.0,-0.2590282473863095,0.0157208720711901,0.007051492394377391,0.031136748691648702,1.0,0.0,12.0
1.0,0.2589728562270986,0.01571886588532315,0.0070524645296122495,-0.03112817003094143,1.0,0.0,12.0
3.0,0.4542310168050553,0.014399081845074395,0.004786011467990823,-0.021352143007068062,1.0,0.0,12.0
5.0,0.6139316685951905,0.016751435484734567,0.00473171653018087,-0.0076971898867988775,1.0,0.0,12.0
7.0,0.7630611342427116,0.023612326373989644,0.008285165446013485,0.0051080846965571875,1.0,0.0,12.0
9.0,0.9226754558891952,0.0353134077370922,0.01744438770857779,0.014712158980220264,1.0,0.0,12.0
11.0,0.9162851150131344,0.06196908220077236,0.04299689529784094,0.031352019417827504,1.0,0.0,12.0
13.0,0.45636667509233586,0.12889021114207083,0.09701803136003763,0.004215497247477724,1.0,0.0,12.0
15.0,0.6717868376186376,0.18020737995244993,0.17470498467269635,-0.03095462947540278,1.0,0.0,12.0
-5.0,-0.685489735832784,0.018691405047054493,0.006560719080200084,0.02019650971902289,1.0,0.0,15.0
-3.0,-0.5312020705646915,0.017576768956715175,0.007264308384745133,0.031231269361536376,1.0,0.0,15.0
-1.0,-0.20698265604387667,0.018922684235028207,0.00978696830613936,0.013519842623589419,1.0,0.0,15.0
1.0,0.20697833103835858,0.01892142680055633,0.009788085410105538,-0.013519176508852817,1.0,0.0,15.0
3.0,0.531014203741812,0.01757268333663892,0.007268471609994863,-0.0312012271060362,1.0,0.0,15.0
5.0,0.6853139113660079,0.01868747821552607,0.0065652954079117275,-0.02016597602692103,1.0,0.0,15.0
7.0,0.8186563763741521,0.02237091537276088,0.007851547577567319,-0.004919953590539992,1.0,0.0,15.0
9.0,0.9428097378665194,0.028927037781203292,0.011690087089183397,0.011064413739334436,1.0,0.0,15.0
11.0,1.066959576165688,0.04111106530765664,0.020855612735592628,0.023593022987277758,1.0,0.0,15.0
13.0,1.0570073559481354,0.06162329477155787,0.03790417537237951,0.041630589864620794,1.0,0.0,15.0
15.0,0.612731716002206,0.1719556281904231,0.16354593562936365,-0.01711769477190611,1.0,0.0,15.0
-5.0,-0.7746373752491219,0.02186032542099217,0.00939709438543702,0.03357145070459758,1.0,0.0,18.0
-3.0,-0.466721408982902,0.0217375051282535,0.010816512325974697,0.014636345612695618,1.0,0.0,18.0
-1.0,-0.13823063023089296,0.020650574637090593,0.010785103316373513,-0.0001545438537386394,1.0,0.0,18.0
1.0,0.1382196002448119,0.020650053860364913,0.01078620610166054,0.00015678516316051412,1.0,0.0,18.0
3.0,0.4664118564389794,0.02173441405063118,0.010821765286077537,-0.014581119821129184,1.0,0.0,18.0
5.0,0.7743448013785217,0.021853225048456167,0.009406522952551729,-0.033525862000497016,1.0,0.0,18.0
7.0,0.901433941495468,0.024084271052173784,0.009644387499469451,-0.019387838017793042,1.0,0.0,18.0
9.0,1.0019506849216453,0.02858696661638656,0.011751320768761503,0.00026821829699296296,1.0,0.0,18.0
11.0,1.0827620147425991,0.035228291961632595,0.015593807906936371,0.021573623094728153,1.0,0.0,18.0
13.0,1.1349319373113997,0.04552081480980446,0.022276815931941037,0.040919142855942156,1.0,0.0,18.0
15.0,1.096520953578917,0.06686230768959975,0.03856014613141726,0.05154250931568937,1.0,0.0,18.0
